N;data;campeonato;estadio;jogador;time;contra
437;23/03/2022;Gaúcho;Arena;Taison;Internacional;
436;19/03/2022;Gaúcho;Beira-Rio;Diego Souza;Grêmio;
436;19/03/2022;Gaúcho;Beira-Rio;Bitello;Grêmio;
436;19/03/2022;Gaúcho;Beira-Rio;Elias;Grêmio;
435;09/03/2022;Gaúcho;Beira-Rio;David;Internacional;
434;06/11/2021;Brasileiro;Beira-Rio;Taison;Internacional;
432;23/05/2021;Gaúcho;Arena;Rodrigo Dourado;Internacional;
432;23/05/2021;Gaúcho;Arena;Ferreira;Grêmio;
431;16/05/2021;Gaúcho;Beira-Rio;Thiago Galhardo;Internacional;
431;16/05/2021;Gaúcho;Beira-Rio;Diego Souza;Grêmio;
431;16/05/2021;Gaúcho;Beira-Rio;Ricardinho;Grêmio;
430;03/04/2021;Gaúcho;Arena;Léo Chú;Grêmio;
429;24/01/2021;Brasileiro;Beira-Rio;Abel Hernández;Internacional;
429;24/01/2021;Brasileiro;Beira-Rio;Edenilson;Internacional;
429;24/01/2021;Brasileiro;Beira-Rio;Jean Pyerre;Grêmio;
428;03/10/2020;Brasileiro;Arena;Pepê;Grêmio;
428;03/10/2020;Brasileiro;Arena;Thiago Galhardo;Internacional;
427;23/09/2020;Outros;Beira-Rio;Pepê;Grêmio;
426;05/08/2020;Gaúcho;Arena;Maicon;Grêmio;
426;05/08/2020;Gaúcho;Arena;Isaque;Grêmio;
425;22/07/2020;Gaúcho;Outros;Jean Pyerre;Grêmio;
423;16/02/2020;Gaúcho;Beira-Rio;Diego Souza;Grêmio;
422;03/11/2019;Brasileiro;Arena;Rômulo;Grêmio;
422;03/11/2019;Brasileiro;Arena;Geromel;Grêmio;
421;20/07/2019;Brasileiro;Beira-Rio;Luan;Grêmio;
421;20/07/2019;Brasileiro;Beira-Rio;Paulo Miranda;Internacional;1
418;17/03/2019;Gaúcho;Arena;Leonardo Gomes;Grêmio;
417;09/09/2018;Brasileiro;Beira-Rio;Edenilson;Internacional;
415;21/03/2018;Gaúcho;Beira-Rio;D'Alessandro;Internacional;
415;21/03/2018;Gaúcho;Beira-Rio;Nico López;Internacional;
414;18/03/2018;Gaúcho;Arena;Arthur;Grêmio;
414;18/03/2018;Gaúcho;Arena;Everton;Grêmio;
414;18/03/2018;Gaúcho;Arena;Jael;Grêmio;
413;11/03/2018;Gaúcho;Beira-Rio;Luan;Grêmio;
413;11/03/2018;Gaúcho;Beira-Rio;Luan;Grêmio;
413;11/03/2018;Gaúcho;Beira-Rio;Rodrigo Dourado;Internacional;
412;04/03/2017;Gaúcho;Arena;Bolaños;Grêmio;
412;04/03/2017;Gaúcho;Arena;Brenner;Internacional;
412;04/03/2017;Gaúcho;Arena;Fernandinho;Grêmio;
412;04/03/2017;Gaúcho;Arena;Roberson;Internacional;
410;03/07/2016;Brasileiro;Beira-Rio;Douglas;Grêmio;
408;22/11/2015;Brasileiro;Beira-Rio;Vitinho;Internacional;
407;09/08/2015;Brasileiro;Arena;Fernandinho;Grêmio;
407;09/08/2015;Brasileiro;Arena;Giuliano;Grêmio;
407;09/08/2015;Brasileiro;Arena;Luan;Grêmio;
407;09/08/2015;Brasileiro;Arena;Luan;Grêmio;
407;09/08/2015;Brasileiro;Arena;Réver ;Grêmio;1
406;03/05/2015;Gaúcho;Beira-Rio;Giuliano;Grêmio;
406;03/05/2015;Gaúcho;Beira-Rio;Nilmar;Internacional;
406;03/05/2015;Gaúcho;Beira-Rio;Valdívia;Internacional;
403;09/11/2014;Brasileiro;Arena;Alan Ruiz;Grêmio;
403;09/11/2014;Brasileiro;Arena;Alan Ruiz;Grêmio;
403;09/11/2014;Brasileiro;Arena;Luan;Grêmio;
403;09/11/2014;Brasileiro;Arena;Rafael Moura;Internacional;
403;09/11/2014;Brasileiro;Arena;Ramiro;Grêmio;
402;10/08/2014;Brasileiro;Beira-Rio;Aránguiz;Internacional;
402;10/08/2014;Brasileiro;Beira-Rio;Cláudio Winck;Internacional;
401;13/04/2014;Gaúcho;Outros;Alan Patrick  ;Internacional;
401;13/04/2014;Gaúcho;Outros;Alex  ;Internacional;
401;13/04/2014;Gaúcho;Outros;Alex  ;Internacional;
401;13/04/2014;Gaúcho;Outros;D'Alessandro  ;Internacional;
401;13/04/2014;Gaúcho;Outros;Ernando ;Grêmio;1
400;30/03/2014;Gaúcho;Arena;Barcos;Grêmio;
400;30/03/2014;Gaúcho;Arena;Rafael Moura;Internacional;
400;30/03/2014;Gaúcho;Arena;Rafael Moura;Internacional;
399;09/02/2014;Gaúcho;Arena;Barcos;Grêmio;
399;09/02/2014;Gaúcho;Arena;Fabrício;Internacional;
398;20/10/2013;Brasileiro;Outros;D'Alessandro;Internacional;
398;20/10/2013;Brasileiro;Outros;Jackson ;Grêmio;1
398;20/10/2013;Brasileiro;Outros;Vargas;Grêmio;
398;20/10/2013;Brasileiro;Outros;Williams;Internacional;
397;04/08/2013;Brasileiro;Arena;Barcos;Grêmio;
397;04/08/2013;Brasileiro;Arena;Leandro Damião;Internacional;
396;24/02/2013;Gaúcho;Outros;Forlán;Internacional;
396;24/02/2013;Gaúcho;Outros;Rodrigo Moledo;Internacional;
396;24/02/2013;Gaúcho;Outros;Willian José;Grêmio;
395;03/02/2013;Gaúcho;Outros;Fernando;Grêmio;
395;03/02/2013;Gaúcho;Outros;Forlán;Internacional;
395;03/02/2013;Gaúcho;Outros;Leandro Damião;Internacional;
393;26/08/2012;Brasileiro;Beira-Rio;Elano;Grêmio;
392;29/04/2012;Gaúcho;Beira-Rio;Dátolo;Internacional;
392;29/04/2012;Gaúcho;Beira-Rio;Fabrício;Internacional;
392;29/04/2012;Gaúcho;Beira-Rio;Werley;Grêmio;
391;22/02/2012;Gaúcho;Beira-Rio;Kléber;Grêmio;
391;22/02/2012;Gaúcho;Beira-Rio;Leandro Damião;Internacional;
391;22/02/2012;Gaúcho;Beira-Rio;Léo Gago;Grêmio;
390;05/02/2012;Gaúcho;Olímpico;Bolívar;Internacional;
390;05/02/2012;Gaúcho;Olímpico;Dátolo;Internacional;
390;05/02/2012;Gaúcho;Olímpico;Marcelo Moreno;Grêmio;
390;05/02/2012;Gaúcho;Olímpico;Marquinhos Santos;Grêmio;
389;04/12/2011;Brasileiro;Beira-Rio;D'Alessandro;Internacional;
388;28/08/2011;Brasileiro;Olímpico;Douglas;Grêmio;
388;28/08/2011;Brasileiro;Olímpico;Índio;Internacional;
388;28/08/2011;Brasileiro;Olímpico;Marquinhos Santos;Grêmio;
387;15/05/2011;Gaúcho;Olímpico;Andrezinho;Internacional;
387;15/05/2011;Gaúcho;Olímpico;Borges;Grêmio;
387;15/05/2011;Gaúcho;Olímpico;D'Alessandro;Internacional;
387;15/05/2011;Gaúcho;Olímpico;Douglas;Grêmio;
387;15/05/2011;Gaúcho;Olímpico;Leandro Damião;Internacional;
386;08/05/2011;Gaúcho;Beira-Rio;Andrezinho;Internacional;
386;08/05/2011;Gaúcho;Beira-Rio;Júnior Viçosa;Grêmio;
386;08/05/2011;Gaúcho;Beira-Rio;Júnior Viçosa;Grêmio;
386;08/05/2011;Gaúcho;Beira-Rio;Leandro Damião;Internacional;
386;08/05/2011;Gaúcho;Beira-Rio;Leandro Moura;Grêmio;
385;01/05/2011;Gaúcho;Beira-Rio;Júnior Viçosa;Grêmio;
385;01/05/2011;Gaúcho;Beira-Rio;Leandro Damião;Internacional;
384;30/01/2011;Gaúcho;Outros;Bruno Collaço;Grêmio;
384;30/01/2011;Gaúcho;Outros;Guto;Internacional;
384;30/01/2011;Gaúcho;Outros;Lins;Grêmio;
383;24/10/2010;Brasileiro;Olímpico;Alecsandro;Internacional;
383;24/10/2010;Brasileiro;Olímpico;André Lima;Grêmio;
383;24/10/2010;Brasileiro;Olímpico;D'Alessandro;Internacional;
383;24/10/2010;Brasileiro;Olímpico;Fábio Santos;Grêmio;
381;02/05/2010;Gaúcho;Olímpico;Giuliano;Internacional;
380;25/04/2010;Gaúcho;Beira-Rio;Borges;Grêmio;
380;25/04/2010;Gaúcho;Beira-Rio;Rodrigo;Grêmio;
379;31/01/2010;Gaúcho;Outros;Alecsandro;Internacional;
378;25/10/2009;Brasileiro;Beira-Rio;D'Alessandro;Internacional;
377;19/07/2009;Brasileiro;Olímpico;Máxi Lopez;Grêmio;
377;19/07/2009;Brasileiro;Olímpico;Nilmar;Internacional;
377;19/07/2009;Brasileiro;Olímpico;Souza;Grêmio;
376;05/04/2009;Gaúcho;Beira-Rio;Andrezinho;Internacional;
376;05/04/2009;Gaúcho;Beira-Rio;Índio;Internacional;
376;05/04/2009;Gaúcho;Beira-Rio;Tcheco;Grêmio;
375;01/03/2009;Gaúcho;Beira-Rio;Alex Mineiro;Grêmio;
375;01/03/2009;Gaúcho;Beira-Rio;Índio;Internacional;
375;01/03/2009;Gaúcho;Beira-Rio;Magrão;Internacional;
374;08/02/2009;Gaúcho;Outros;D'Alessandro;Internacional;
374;08/02/2009;Gaúcho;Outros;Jonas;Grêmio;
374;08/02/2009;Gaúcho;Outros;Nilmar;Internacional;
373;28/09/2008;Brasileiro;Beira-Rio;Alex;Internacional;
373;28/09/2008;Brasileiro;Beira-Rio;D'Alessandro;Internacional;
373;28/09/2008;Brasileiro;Beira-Rio;Índio;Internacional;
373;28/09/2008;Brasileiro;Beira-Rio;Nilmar;Internacional;
373;28/09/2008;Brasileiro;Beira-Rio;Tcheco;Grêmio;
372;28/08/2008;Outros;Olímpico;Hiziel Soares;Grêmio;
372;28/08/2008;Outros;Olímpico;Índio;Internacional;
372;28/08/2008;Outros;Olímpico;Nilmar;Internacional;
372;28/08/2008;Outros;Olímpico;Perea;Grêmio;
371;13/08/2008;Outros;Beira-Rio;Daniel Carvalho;Internacional;
371;13/08/2008;Outros;Beira-Rio;Léo Lacerda;Grêmio;
370;29/06/2008;Brasileiro;Olímpico;Índio;Internacional;
370;29/06/2008;Brasileiro;Olímpico;Roger;Grêmio;
369;16/09/2007;Brasileiro;Olímpico;Léo Lacerda;Grêmio;
368;24/06/2007;Brasileiro;Beira-Rio;Diego Souza;Grêmio;
368;24/06/2007;Brasileiro;Beira-Rio;Lúcio Souza;Grêmio;
367;05/11/2006;Brasileiro;Olímpico;Iarley;Internacional;
365;09/04/2006;Gaúcho;Beira-Rio;Fernandão;Internacional;
365;09/04/2006;Gaúcho;Beira-Rio;Pedro Jr;Grêmio;
363;23/10/2004;Brasileiro;Olímpico;Anderson;Grêmio;
363;23/10/2004;Brasileiro;Olímpico;Diego;Internacional;
363;23/10/2004;Brasileiro;Olímpico;Fernandão;Internacional;
363;23/10/2004;Brasileiro;Olímpico;Rodrigo Paulista;Internacional;
362;22/09/2004;Outros;Olímpico;Chiquinho;Internacional;
362;22/09/2004;Outros;Olímpico;Pitbull;Grêmio;
362;22/09/2004;Outros;Olímpico;Roberto Santos;Grêmio;
361;15/09/2004;Outros;Beira-Rio;Chiquinho;Internacional;
361;15/09/2004;Outros;Beira-Rio;Fernandão;Internacional;
360;10/07/2004;Brasileiro;Beira-Rio;Fernandão;Internacional;
360;10/07/2004;Brasileiro;Beira-Rio;Vinícius Silva;Internacional;
359;04/04/2004;Gaúcho;Outros;Edinho;Internacional;
359;04/04/2004;Gaúcho;Outros;Luciano Ratinho;Grêmio;
359;04/04/2004;Gaúcho;Outros;Nilmar;Internacional;
358;07/03/2004;Gaúcho;Olímpico;Christian;Grêmio;
358;07/03/2004;Gaúcho;Olímpico;Élder Granja;Internacional;
358;07/03/2004;Gaúcho;Olímpico;Nilmar;Internacional;
357;15/02/2004;Gaúcho;Beira-Rio;Christian;Grêmio;
357;15/02/2004;Gaúcho;Beira-Rio;Élder Granja;Internacional;
356;12/10/2003;Brasileiro;Beira-Rio;Christian;Grêmio;
354;09/03/2003;Gaúcho;Beira-Rio;André Cruz;Internacional;
353;09/02/2003;Gaúcho;Olímpico;Daniel Carvalho;Internacional;
353;09/02/2003;Gaúcho;Olímpico;Luís Mário;Grêmio;
353;09/02/2003;Gaúcho;Olímpico;Vinícius Silva;Internacional;
352;26/10/2002;Brasileiro;Beira-Rio;Rodrigo Mendes;Grêmio;
351;20/03/2002;Outros;Beira-Rio;Fabiano Costa;Internacional;
351;20/03/2002;Outros;Beira-Rio;Gilberto;Grêmio;
350;06/10/2001;Brasileiro;Olímpico;Luís Mário;Grêmio;
348;01/04/2001;Gaúcho;Olímpico;Fábio Pinto ;Internacional;
348;01/04/2001;Gaúcho;Olímpico;Luiz Cláudio;Internacional;
348;01/04/2001;Gaúcho;Olímpico;Rodrigo Mendes;Grêmio;
348;01/04/2001;Gaúcho;Olímpico;Tinga;Grêmio;
348;01/04/2001;Gaúcho;Olímpico;Tinga;Grêmio;
348;01/04/2001;Gaúcho;Olímpico;Zinho;Grêmio;
347;07/10/2000;Brasileiro;Beira-Rio;Elivélton;Internacional;
347;07/10/2000;Brasileiro;Beira-Rio;Ronaldinho;Grêmio;
347;07/10/2000;Brasileiro;Beira-Rio;Warley;Grêmio;
346;07/06/2000;Gaúcho;Olímpico;Ronaldinho;Grêmio;
345;30/04/2000;Gaúcho;Beira-Rio;Enciso;Internacional;
345;30/04/2000;Gaúcho;Beira-Rio;Ronaldinho;Grêmio;
344;25/11/1999;Outros;Beira-Rio;Almir;Internacional;
344;25/11/1999;Outros;Beira-Rio;Guilherme;Grêmio;
343;20/11/1999;Outros;Olímpico;Almir;Internacional;
343;20/11/1999;Outros;Olímpico;Ronaldinho;Grêmio;
342;12/09/1999;Brasileiro;Olímpico;Zé Alcino;Grêmio;
341;20/06/1999;Gaúcho;Olímpico;Ronaldinho;Grêmio;
340;16/06/1999;Gaúcho;Olímpico;Agnaldo;Grêmio;
340;16/06/1999;Gaúcho;Olímpico;Ronaldinho;Grêmio;
339;13/06/1999;Gaúcho;Beira-Rio;Gonçalves;Internacional;
338;28/03/1999;Outros;Beira-Rio;Dunga;Internacional;
338;28/03/1999;Outros;Beira-Rio;Fabiano;Internacional;
337;17/03/1999;Outros;Olímpico;Christian;Internacional;
337;17/03/1999;Outros;Olímpico;Macedo;Grêmio;
336;26/07/1998;Brasileiro;Beira-Rio;Christian;Internacional;
335;24/08/1997;Brasileiro;Olímpico;Christian;Internacional;
335;24/08/1997;Brasileiro;Olímpico;Fabiano;Internacional;
335;24/08/1997;Brasileiro;Olímpico;Fabiano;Internacional;
335;24/08/1997;Brasileiro;Olímpico;Gilmar;Grêmio;
335;24/08/1997;Brasileiro;Olímpico;Marcelo;Internacional;
335;24/08/1997;Brasileiro;Olímpico;Sandoval;Internacional;
335;24/08/1997;Brasileiro;Olímpico;Sérgio Manoel;Grêmio;
334;02/07/1997;Gaúcho;Beira-Rio;Fabiano;Internacional;
333;29/06/1997;Gaúcho;Olímpico;Christian;Internacional;
333;29/06/1997;Gaúcho;Olímpico;Wagner;Grêmio;
331;22/09/1996;Brasileiro;Beira-Rio;Dinho;Grêmio;
331;22/09/1996;Brasileiro;Beira-Rio;Murilo;Internacional;
331;22/09/1996;Brasileiro;Beira-Rio;Paulo Nunes;Grêmio;
330;17/03/1996;Gaúcho;Beira-Rio;Fabinho;Internacional;
330;17/03/1996;Gaúcho;Beira-Rio;Goiano;Grêmio;
329;31/10/1995;Brasileiro;Beira-Rio;Jardel;Grêmio;
328;13/08/1995;Gaúcho;Olímpico;Carlos Miguel;Grêmio;
328;13/08/1995;Gaúcho;Olímpico;Nildo;Grêmio;
328;13/08/1995;Gaúcho;Olímpico;Zé Alcino;Internacional;
327;06/08/1995;Gaúcho;Beira-Rio;Mazinho Loiola;Internacional;
327;06/08/1995;Gaúcho;Beira-Rio;Nildo;Grêmio;
326;28/06/1995;Gaúcho;Olímpico;Jardel;Grêmio;
326;28/06/1995;Gaúcho;Olímpico;Paulo Nunes;Grêmio;
325;02/04/1995;Gaúcho;Beira-Rio;Leandro;Internacional;
325;02/04/1995;Gaúcho;Beira-Rio;Nando;Internacional;
325;02/04/1995;Gaúcho;Beira-Rio;Paulo Nunes;Grêmio;
324;17/12/1994;Gaúcho;Olímpico;Ayupe;Grêmio;
324;17/12/1994;Gaúcho;Olímpico;Leandro;Internacional;
324;17/12/1994;Gaúcho;Olímpico;Leandro;Internacional;
324;17/12/1994;Gaúcho;Olímpico;Leto;Internacional;
324;17/12/1994;Gaúcho;Olímpico;Leto;Internacional;
323;16/10/1994;Brasileiro;Olímpico;Agnaldo;Grêmio;
323;16/10/1994;Brasileiro;Olímpico;Nando;Internacional;
322;12/06/1994;Gaúcho;Beira-Rio;Argel;Internacional;
320;27/06/1993;Gaúcho;Beira-Rio;Gilson;Grêmio;
318;20/12/1992;Gaúcho;Olímpico;Alcindo Sartori;Grêmio;
318;20/12/1992;Gaúcho;Olímpico;Marquinhos;Internacional;
318;20/12/1992;Gaúcho;Olímpico;Nando;Internacional;
318;20/12/1992;Gaúcho;Olímpico;Nando;Internacional;
317;17/11/1992;Outros;Beira-Rio;Carlinhos Ângelo;Grêmio;
317;17/11/1992;Outros;Beira-Rio;Gerson da Silva;Internacional;
316;06/11/1992;Outros;Olímpico;Alcindo Sartori;Grêmio;
316;06/11/1992;Outros;Olímpico;Gerson da Silva;Internacional;
315;13/09/1992;Gaúcho;Beira-Rio;Alcindo Sartori;Grêmio;
315;13/09/1992;Gaúcho;Beira-Rio;Maurício;Internacional;
312;14/06/1992;Amistoso;Olímpico;Jandir;Grêmio;
312;14/06/1992;Amistoso;Olímpico;Lira;Grêmio;
310;08/12/1991;Gaúcho;Beira-Rio;Lira;Grêmio;
310;08/12/1991;Gaúcho;Beira-Rio;Roberto de Assis Moreira;Grêmio;
309;01/12/1991;Gaúcho;Olímpico;Alex Rossi;Internacional;
308;22/09/1991;Gaúcho;Olímpico;Marquinhos;Internacional;
308;22/09/1991;Gaúcho;Olímpico;Wolnei Caio;Grêmio;
308;22/09/1991;Gaúcho;Olímpico;Wolnei Caio;Grêmio;
306;26/08/1990;Brasileiro;Beira-Rio;Nilson;Grêmio;
305;29/07/1990;Gaúcho;Olímpico;Cuca;Grêmio;
305;29/07/1990;Gaúcho;Olímpico;Paulo Egídio;Grêmio;
305;29/07/1990;Gaúcho;Olímpico;Paulo Egídio;Grêmio;
305;29/07/1990;Gaúcho;Olímpico;Roberto de Assis Moreira;Grêmio;
305;29/07/1990;Gaúcho;Olímpico;Zaballa;Internacional;
304;15/07/1990;Gaúcho;Beira-Rio;Nilson;Grêmio;
303;03/06/1990;Gaúcho;Beira-Rio;Edu;Internacional;
302;22/03/1990;Gaúcho;Olímpico;Nelson;Internacional;
301;29/11/1989;Brasileiro;Beira-Rio;Nelson;Internacional;
301;29/11/1989;Brasileiro;Beira-Rio;Nelson;Internacional;
299;28/05/1989;Gaúcho;Beira-Rio;Jandir;Grêmio;
299;28/05/1989;Gaúcho;Beira-Rio;Kita;Grêmio;
299;28/05/1989;Gaúcho;Beira-Rio;Luis Fernando Flores;Internacional;
299;28/05/1989;Gaúcho;Beira-Rio;Paulo Egídio;Grêmio;
298;19/03/1989;Gaúcho;Beira-Rio;Jorginho;Grêmio;
298;19/03/1989;Gaúcho;Beira-Rio;Maurício;Internacional;
297;12/02/1989;Brasileiro;Beira-Rio;Marcus Vinicius;Grêmio;
297;12/02/1989;Brasileiro;Beira-Rio;Nilson;Internacional;
297;12/02/1989;Brasileiro;Beira-Rio;Nilson;Internacional;
295;04/09/1988;Brasileiro;Olímpico;Zé Roberto;Grêmio;
294;19/06/1988;Gaúcho;Olímpico;Amarildo;Internacional;
294;19/06/1988;Gaúcho;Olímpico;Heider;Internacional;
294;19/06/1988;Gaúcho;Olímpico;Lima;Grêmio;
294;19/06/1988;Gaúcho;Olímpico;Lima;Grêmio;
294;19/06/1988;Gaúcho;Olímpico;Luis Fernando Flores;Internacional;
294;19/06/1988;Gaúcho;Olímpico;Zé Roberto;Grêmio;
292;28/04/1988;Gaúcho;Olímpico;Lima;Grêmio;
292;28/04/1988;Gaúcho;Olímpico;Lima;Grêmio;
292;28/04/1988;Gaúcho;Olímpico;Luis Fernando Flores;Internacional;
292;28/04/1988;Gaúcho;Olímpico;Valdo;Grêmio;
291;12/03/1988;Gaúcho;Olímpico;Luis Carlos Winck ;Grêmio;1
290;12/10/1987;Brasileiro;Beira-Rio;Jorge Veras;Grêmio;
289;19/07/1987;Gaúcho;Olímpico;Jorge Veras;Grêmio;
289;19/07/1987;Gaúcho;Olímpico;Lima;Grêmio;
289;19/07/1987;Gaúcho;Olímpico;Lima;Grêmio;
289;19/07/1987;Gaúcho;Olímpico;Luis Carlos Winck;Internacional;
289;19/07/1987;Gaúcho;Olímpico;Paulinho;Internacional;
286;14/06/1987;Gaúcho;Olímpico;Alfinete;Grêmio;
286;14/06/1987;Gaúcho;Olímpico;Cristóvão;Grêmio;
286;14/06/1987;Gaúcho;Olímpico;Lima;Grêmio;
285;31/05/1987;Gaúcho;Beira-Rio;Amarildo;Internacional;
285;31/05/1987;Gaúcho;Beira-Rio;Caio Jr;Grêmio;
284;10/05/1987;Gaúcho;Olímpico;Balalo;Internacional;
283;05/04/1987;Gaúcho;Beira-Rio;Caio Jr;Grêmio;
282;29/03/1987;Gaúcho;Olímpico;Amarildo;Internacional;
282;29/03/1987;Gaúcho;Olímpico;Jorge Veras;Grêmio;
282;29/03/1987;Gaúcho;Olímpico;Jorge Veras;Grêmio;
281;18/03/1987;Gaúcho;Beira-Rio;Caio Jr;Grêmio;
281;18/03/1987;Gaúcho;Beira-Rio;China;Grêmio;
281;18/03/1987;Gaúcho;Beira-Rio;Luis Fernando;Internacional;
281;18/03/1987;Gaúcho;Beira-Rio;Sabará;Internacional;
280;20/07/1986;Gaúcho;Olímpico;Osvaldo;Grêmio;
279;09/07/1986;Gaúcho;Beira-Rio;China ;Internacional;1
279;09/07/1986;Gaúcho;Beira-Rio;Marcelo Vita;Internacional;
279;09/07/1986;Gaúcho;Beira-Rio;Mauro Galvão ;Grêmio;1
279;09/07/1986;Gaúcho;Beira-Rio;Valdo;Grêmio;
278;11/05/1986;Gaúcho;Olímpico;Airton Caixão;Internacional;
278;11/05/1986;Gaúcho;Olímpico;Balalo;Internacional;
278;11/05/1986;Gaúcho;Olímpico;Marcelo Vita;Internacional;
278;11/05/1986;Gaúcho;Olímpico;Renato;Grêmio;
277;23/03/1986;Gaúcho;Beira-Rio;China;Grêmio;
276;08/12/1985;Gaúcho;Olímpico;Bonamigo;Grêmio;
276;08/12/1985;Gaúcho;Olímpico;Caio Jr;Grêmio;
276;08/12/1985;Gaúcho;Olímpico;Tita;Internacional;
275;20/10/1985;Gaúcho;Beira-Rio;Henrique ;Internacional;1
275;20/10/1985;Gaúcho;Beira-Rio;Paulo Santos;Internacional;
274;24/03/1985;Brasileiro;Beira-Rio;Luis Fernando;Grêmio;
273;10/02/1985;Brasileiro;Olímpico;Ademir;Grêmio;
273;10/02/1985;Brasileiro;Olímpico;Renato;Grêmio;
272;13/12/1984;Gaúcho;Olímpico;Kita;Internacional;
272;13/12/1984;Gaúcho;Olímpico;Valdo;Grêmio;
271;25/11/1984;Gaúcho;Beira-Rio;Kita;Internacional;
271;25/11/1984;Gaúcho;Beira-Rio;Mauro Galvão;Internacional;
270;08/11/1984;Gaúcho;Beira-Rio;Carlos Alberto Garcia;Grêmio;
270;08/11/1984;Gaúcho;Beira-Rio;Rubem Paz;Internacional;
270;08/11/1984;Gaúcho;Beira-Rio;Rubem Paz;Internacional;
269;23/09/1984;Gaúcho;Olímpico;Jussiê;Internacional;
269;23/09/1984;Gaúcho;Olímpico;Rubem Paz;Internacional;
268;26/01/1984;Amistoso;Olímpico;Bonamigo ;Internacional;1
268;26/01/1984;Amistoso;Olímpico;Caio Franco;Grêmio;
268;26/01/1984;Amistoso;Olímpico;Osvaldo;Grêmio;
268;26/01/1984;Amistoso;Olímpico;Paulo César;Grêmio;
268;26/01/1984;Amistoso;Olímpico;Renato;Grêmio;
268;26/01/1984;Amistoso;Olímpico;Rubem Paz;Internacional;
267;27/11/1983;Gaúcho;Beira-Rio;Gerson;Internacional;
267;27/11/1983;Gaúcho;Beira-Rio;Milton Cruz;Internacional;
267;27/11/1983;Gaúcho;Beira-Rio;Raul;Grêmio;
267;27/11/1983;Gaúcho;Beira-Rio;Raul;Grêmio;
265;02/10/1983;Gaúcho;Beira-Rio;Mauro Galvão;Internacional;
265;02/10/1983;Gaúcho;Beira-Rio;Osvaldo;Grêmio;
264;30/07/1983;Gaúcho;Olímpico;Gerson;Internacional;
263;28/11/1982;Gaúcho;Olímpico;Geraldão;Internacional;
263;28/11/1982;Gaúcho;Olímpico;Geraldão;Internacional;
262;07/11/1982;Gaúcho;Beira-Rio;Geraldão;Internacional;
262;07/11/1982;Gaúcho;Beira-Rio;Geraldão;Internacional;
262;07/11/1982;Gaúcho;Beira-Rio;Geraldão;Internacional;
262;07/11/1982;Gaúcho;Beira-Rio;Jorge Leandro;Grêmio;
261;10/10/1982;Gaúcho;Olímpico;China;Grêmio;
261;10/10/1982;Gaúcho;Olímpico;Cléo Hickmann;Internacional;
261;10/10/1982;Gaúcho;Olímpico;Edmar;Grêmio;
261;10/10/1982;Gaúcho;Olímpico;Mauro Pastor;Internacional;
260;03/08/1982;Gaúcho;Beira-Rio;Edmar;Grêmio;
260;03/08/1982;Gaúcho;Beira-Rio;Tarciso;Grêmio;
259;29/11/1981;Gaúcho;Olímpico;Baltazar;Grêmio;
259;29/11/1981;Gaúcho;Olímpico;Silvinho;Internacional;
258;04/11/1981;Gaúcho;Beira-Rio;Bira;Internacional;
258;04/11/1981;Gaúcho;Beira-Rio;Cléo Hickmann;Internacional;
258;04/11/1981;Gaúcho;Beira-Rio;Geraldão;Grêmio;
253;19/10/1980;Gaúcho;Beira-Rio;Jair;Internacional;
252;24/08/1980;Gaúcho;Olímpico;Baltazar;Grêmio;
252;24/08/1980;Gaúcho;Olímpico;Pompéia;Internacional;
252;24/08/1980;Gaúcho;Olímpico;Pompéia;Internacional;
252;24/08/1980;Gaúcho;Olímpico;Tarciso;Grêmio;
251;06/10/1979;Brasileiro;Beira-Rio;Jair;Internacional;
250;20/09/1979;Gaúcho;Olímpico;Jair;Internacional;
250;20/09/1979;Gaúcho;Olímpico;Jorge Leandro;Grêmio;
249;26/08/1979;Gaúcho;Beira-Rio;Baltazar;Grêmio;
249;26/08/1979;Gaúcho;Beira-Rio;Chico Spina;Internacional;
249;26/08/1979;Gaúcho;Beira-Rio;Jurandir;Grêmio;
248;22/07/1979;Gaúcho;Olímpico;Borracha;Internacional;
248;22/07/1979;Gaúcho;Olímpico;Éder;Grêmio;
246;17/12/1978;Gaúcho;Olímpico;Tarciso;Grêmio;
246;17/12/1978;Gaúcho;Olímpico;Valdomiro;Internacional;
246;17/12/1978;Gaúcho;Olímpico;Valdomiro;Internacional;
245;13/12/1978;Gaúcho;Beira-Rio;Adilson;Internacional;
245;13/12/1978;Gaúcho;Beira-Rio;Adilson;Internacional;
